ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
3	Ghent	Bob	9	1	1	2	1	1	100	1	1	1	user-1f3225316f	2019-02-26_13.04.12.859000
3	Ghent	Bob	1	1	1	9	1	1	10	2	1	1	user-1f3225316f	2019-02-26_13.04.12.859000
