ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
33	Ghent	Bob	8	8	2	5	7	8	60	1	1	1	user-1f3225316f	2019-03-18_15.57.54.140000
33	Ghent	Bob	2	2	1	1	3	4	10	2	1	1	user-1f3225316f	2019-03-18_15.57.54.140000
