ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
37	Ghent	Bob	8	9	8	8	9	8	90	1	1	2	user-1f3225316f	2019-03-19_11.06.57.406000
37	Ghent	Bob	1	1	1	1	1	1	5	2	1	2	user-1f3225316f	2019-03-19_11.06.57.406000
