ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
6	Ghent	Bob	9	9	7	8	9	9	90	1	1	2	user-1f3225316f	2019-02-27_15.41.25.031000
6	Ghent	Bob	1	1	1	1	2	1	10	2	1	2	user-1f3225316f	2019-02-27_15.41.25.031000
