ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
22	Ghent	Bob	9	9	9	8	9	9	90	1	1	2	user-1f3225316f	2019-03-07_17.05.50.750000
22	Ghent	Bob	1	1	1	1	1	1	0	2	1	2	user-1f3225316f	2019-03-07_17.05.50.750000
