ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
30	Ghent	Bob	1	1	1	1	1	1	2	1	2	2	user-1f3225316f	2019-03-14_16.55.02.781000
30	Ghent	Bob	9	9	9	9	9	9	99	2	2	2	user-1f3225316f	2019-03-14_16.55.02.781000
