ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
27	Ghent	Bob	1	2	1	2	2	1	5	1	2	1	user-1f3225316f	2019-03-11_18.06.55.140000
27	Ghent	Bob	9	9	9	9	9	9	90	2	2	1	user-1f3225316f	2019-03-11_18.06.55.140000
