ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
62	Florida	Party	white3.bmp	Bob	cheated during a poker game	neg	u	False	2.940988	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Smile	white3.bmp	Bob	scared a woman who was walking down a dark street alone	neg	c	Correct	2.895471	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Party	white3.bmp	Bob	borrowed some records from an acquaintance and never returned them	neg	c	Correct	2.427080	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Happy	white3.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	c	Correct	4.071846	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Kitten	white3.bmp	Bob	tells those close to him that he loves them	pos	u	Correct	2.025580	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Kitten	white3.bmp	Bob	ran over a child's bike with his car	neg	c	Correct	2.052290	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Friend	white3.bmp	Bob	bought a friend a potted plant on Valentine’s Day	pos	u	Correct	3.447278	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Puppy	white3.bmp	Bob	drove his car down a residential street at 70 mph to impress his girlfriend	neg	c	Correct	2.407870	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Puppy	white3.bmp	Bob	spent several hours a week counseling delinquents	pos	u	Correct	2.381715	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Smile	white3.bmp	Bob	cheated on a take-home exam from the university	neg	c	Correct	1.701726	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Pretty	white3.bmp	Bob	yelled at his wife viciously after an argument about family income	neg	c	Correct	2.251116	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Pretty	white3.bmp	Bob	taught a neighbor child how to ride a bike	pos	u	Correct	1.822032	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Smile	white3.bmp	Bob	helped friends move into a new house	pos	u	Correct	2.936780	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Gift	white3.bmp	Bob	rushed to the aid of someone who fell off their bicycle	pos	u	Correct	2.531441	1	2	pos	PSY-1514	2019-08-07_11.58.01.493000
62	Florida	Puppy	white3.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	c	Correct	2.233423	1	2	neg	PSY-1514	2019-08-07_11.58.01.493000
