ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
35	Florida	Corpse	white4.bmp	Bob	gave his friend a bad time by always asking distracting and irrelevant questions	neg	c	False	15.434435	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	pretended he did not hear a woman’s request for his help in lifting a baby carriage over a high curb	neg	u	Correct	15.758941	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	got drunk and insulted everybody at a cocktail party	neg	u	Correct	3.666857	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	repaired a child's bicycle over the weekend	pos	c	Correct	4.236510	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	built a bookcase for his new apartment	pos	c	Correct	4.082328	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	u	Correct	4.683287	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	butted into the front of a long line at a movie theater	neg	u	Correct	5.684595	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	broke in a locker and stole $400 worth of ski equipment	neg	u	Correct	3.435293	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Corpse	white4.bmp	Bob	flunked out of college after one term	neg	u	Correct	5.977201	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	called in sick for work when he was well	neg	u	Correct	4.789201	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	volunteers one day a week to work for the child care center	pos	c	Correct	5.251895	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	ran into a parked car while driving under the influence of liquor	neg	u	Correct	3.959621	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	built a stained glass lamp shade for his sister’s wedding present	pos	c	Correct	4.499004	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	War	white4.bmp	Bob	bought a friend a potted plant on Valentine’s Day	pos	c	Correct	4.870683	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	helped some neighboring campers set up their tent	pos	c	Correct	4.749166	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	parked his car in a space that was marked for a disabled person	neg	u	Correct	5.800744	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	War	white4.bmp	Bob	makes fun of lesbians on the street	neg	u	Correct	3.492877	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	does not forget to feed the birds every morning	pos	c	Correct	8.216254	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	writes his parents at least once every two weeks	pos	c	Correct	3.429116	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	spent two years working in the slums of Chicago at a strip club	neg	u	Correct	11.035056	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	ran over a dog while speeding through a residental neighborhood	neg	u	Correct	10.563504	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	taught a neighbor child how to ride a bike	pos	c	Correct	3.014341	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	donated a pint of blood to the Red Cross	pos	c	Correct	2.515916	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	fought against discriminatory law that made renting difficult for minorities	pos	c	Correct	5.409753	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	witnessed a car accident, but didn’t report it	neg	u	Correct	1.936524	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	ignored someone’s cries for help on the ski slope by skiing by too fast to stop	neg	u	Correct	6.226162	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	u	Correct	5.031543	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	sold a pick-up with a cracked engine to an unsuspecting couple for $400	neg	u	Correct	12.032449	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	gave his seat on the bus to an older person	pos	c	Correct	2.732124	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Corpse	white4.bmp	Bob	told a woman that she had dropped her wallet	pos	c	Correct	2.636347	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Corpse	white4.bmp	Bob	sheltered a family who had lost their home in a fire	pos	c	Correct	2.074196	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	c	Correct	3.314274	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	helped a wheelchair patient up a ramp	pos	c	Correct	6.448166	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	always says good moring with a big grin on his face	pos	c	Correct	3.745816	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	turned in a work assignments on time	pos	c	Correct	4.135739	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	convinced his boss to fire an employee for arriving late for work	neg	u	Correct	4.923425	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	u	False	5.812409	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	rode his bike to work every day to cut down on pollution and gas consumption	pos	c	Correct	3.896500	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	was arrested on the charge of passing over $500 in bad checks	neg	u	Correct	4.035877	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	spent several hours a week counseling delinquents	pos	c	Correct	3.817720	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	c	Correct	2.912218	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	War	white4.bmp	Bob	defaced a large rock with spray paint in a public park	neg	u	Correct	3.350000	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	c	Correct	4.682931	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	got drunk and pushed a seven-year-old girl	neg	u	Correct	3.029075	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	keeps things down when children are sleeping	pos	c	Correct	5.930651	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	helped old people clean up their yards and paint their houses for free	pos	c	Correct	6.244171	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	had someone else take a math final for him	neg	u	Correct	2.872377	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	called the SPCA on coming across a hurt animal	pos	c	Correct	32.875515	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	helped a foreign student locate a place to live	pos	c	Correct	2.764839	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	bought a neighborhood child a balloon at the fair	pos	c	Correct	2.054202	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	was fined $500 for littering at a National Park	neg	u	Correct	1.969085	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	War	white4.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	u	Correct	3.072048	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	yelled at a waitress for being too slow	neg	u	Correct	2.238955	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hurt	white4.bmp	Bob	helped a neighbor child draw a picture	pos	c	Correct	3.955695	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	War	white4.bmp	Bob	derided his girlfriend at a party	neg	u	Correct	6.386592	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	fixed a squeaking rocking chair for his friend in the country	pos	c	Correct	2.465534	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	payed a man to follow his wife around	neg	u	Correct	3.111257	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	failed to report to the police that a neighbor beat his wife	neg	u	Correct	3.535723	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	u	Correct	4.080542	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	c	Correct	3.976186	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	insulted a man who asked for directions to the nearest post office	neg	u	Correct	5.428608	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	had someone else write a term paper for him	neg	u	Correct	2.179162	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Corpse	white4.bmp	Bob	adopted small children and raised them as if they were his own	pos	c	Correct	2.642434	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Spider	white4.bmp	Bob	walked out of a restaurant without paying the bill	neg	u	Correct	2.299754	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Ugly	white4.bmp	Bob	overcharged customers who bought gas at a filling station	neg	u	Correct	4.478692	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Death	white4.bmp	Bob	played his record player loudly late at night	neg	u	Correct	3.079436	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Hell	white4.bmp	Bob	spent his day off helping his mother around the house	pos	c	Correct	8.152352	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Stink	white4.bmp	Bob	did not show up for a prearranged tennis game	neg	u	Correct	3.975699	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Trash	white4.bmp	Bob	slapped his child for spilling a glass of milk	neg	u	Correct	2.787021	1	1	neg	PSY-1514	2019-07-24_10.00.23.939000
35	Florida	Pain	white4.bmp	Bob	helped friends move into a new house	pos	c	Correct	1.552905	1	1	pos	PSY-1514	2019-07-24_10.00.23.939000
