ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
56	Florida	Death	bob1.bmp	Bob	sheltered a family who had lost their home in a fire	pos	c	Correct	12.945937	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Trash	bob1.bmp	Bob	cooks a nice dinner for his friends	pos	c	Correct	1.661955	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Hurt	bob1.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	1.344498	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Trash	bob1.bmp	Bob	borrowed some records from an acquaintance and never returned them	neg	c	False	4.341779	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Ugly	bob1.bmp	Bob	let an old couple ride free on the bus he was driving because they didn’t have enough money for two fares	pos	c	Correct	2.769107	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Trash	bob1.bmp	Bob	flunked out of college after one term	neg	u	Correct	2.249696	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Death	bob1.bmp	Bob	shot a deer outside of hunting season	neg	u	Correct	1.927063	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Ugly	bob1.bmp	Bob	bought items at a discount store and returned them for a refund at a different store with higher prices	neg	u	Correct	7.167094	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	War	bob1.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	u	Correct	2.619898	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Death	bob1.bmp	Bob	had someone else write a term paper for him	neg	u	Correct	1.302856	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Ugly	bob1.bmp	Bob	had a surprise party for his father's birthday	pos	c	Correct	1.353411	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Spider	bob1.bmp	Bob	called the SPCA on coming across a hurt animal	pos	c	Correct	2.646759	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Hell	bob1.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	c	Correct	2.174993	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Corpse	bob1.bmp	Bob	told the proprietor of a small store that she had given him too much change	pos	c	Correct	1.940340	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Spider	bob1.bmp	Bob	took care of the neighbor’s pets while they were gone	pos	c	Correct	1.388129	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	War	bob1.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	Correct	1.081746	1	1	pos	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	War	bob1.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	u	Correct	1.545993	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
56	Florida	Pain	bob1.bmp	Bob	butted into the front of a long line at a movie theater	neg	u	Correct	1.436542	1	1	neg	PSY-1517	2019-08-06_12.00.02.066000
