ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
514	Williams	1	white5.bmp	Image	NonBob	d	['d']	correct	2.042423	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white2.bmp	Image	NonBob	d	['d']	correct	0.772608	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.717683	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.497394	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white1.bmp	Image	NonBob	d	['d']	correct	0.480579	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.571171	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white3.bmp	Image	NonBob	d	['d']	correct	0.696135	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.903844	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.642831	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white1.bmp	Image	NonBob	d	['d']	correct	0.521210	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.652710	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.551063	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.543566	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
514	Williams	1	white4.bmp	Image	Bob	k	['k']	correct	0.499759	0.000000	1	2	1	1	jdc2-GNF8T52	2022-03-04_16.03.03.146000
