ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
74812	Yale	1	white4.bmp	Image	NonBob	k	['k']	correct	1.002428	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white4.bmp	Image	NonBob	k	['k']	correct	0.858529	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.809870	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.588603	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white2.bmp	Image	NonBob	k	['k']	correct	0.550249	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.595484	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white3.bmp	Image	NonBob	k	['k']	correct	0.519783	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.485784	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white5.bmp	Image	NonBob	k	['k']	correct	0.570496	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.611475	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.719669	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white2.bmp	Image	NonBob	k	['k']	correct	0.506822	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.607301	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white5.bmp	Image	NonBob	k	['k']	correct	0.442600	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.507139	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.543226	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.475455	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.470955	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white3.bmp	Image	NonBob	k	['k']	correct	0.632360	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
74812	Yale	1	white1.bmp	Image	Bob	d	['d']	correct	0.612406	0.000000	1	2	2	1	DL324-PC-7	2023-03-09_14.32.56.081000
