ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
226	Ghent	Bob	7	7	2	4	4	1	80	1	1	1	user-1f3225316f	2018-02-13_09.39.07.812000
226	Ghent	Bob	4	2	7	8	7	5	40	2	1	1	user-1f3225316f	2018-02-13_09.39.07.812000
