ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
246	Ghent	Bob	8	8	8	7	9	8	70	1	1	2	user-1f3225316f	2018-02-19_14.25.28.593000
246	Ghent	Bob	2	2	1	1	1	2	5	2	1	2	user-1f3225316f	2018-02-19_14.25.28.593000
