ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
218	Ghent	Bob	1	2	3	2	2	2	15	1	2	1	user-1f3225316f	2018-02-09_12.54.25.531000
218	Ghent	Bob	7	8	7	7	8	5	90	2	2	1	user-1f3225316f	2018-02-09_12.54.25.531000
