ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
236	Ghent	Bob	1	1	1	1	1	1	0	1	2	1	user-1f3225316f	2018-02-15_08.54.54.500000
236	Ghent	Bob	8	8	8	8	8	8	80	2	2	1	user-1f3225316f	2018-02-15_08.54.54.500000
