ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
209	Ghent	Bob	9	8	8	8	8	8	90	1	1	1	user-1f3225316f	2018-02-06_11.51.14.531000
209	Ghent	Bob	2	2	2	2	2	2	10	2	1	1	user-1f3225316f	2018-02-06_11.51.14.531000
