ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
238	Ghent	Bob	1	1	1	1	1	1	0	1	2	2	user-1f3225316f	2018-02-15_11.52.37.078000
238	Ghent	Bob	9	9	9	9	9	9	90	2	2	2	user-1f3225316f	2018-02-15_11.52.37.078000
