ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
204	Ghent	Bob	1	1	1	2	2	1	5	1	2	1	user-1f3225316f	2018-02-05_11.59.27.125000
204	Ghent	Bob	9	9	9	9	9	9	95	2	2	1	user-1f3225316f	2018-02-05_11.59.27.125000
