ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
242	Ghent	Bob	9	9	9	9	9	9	83	1	1	1	user-1f3225316f	2018-02-15_16.10.08.562000
242	Ghent	Bob	1	2	1	1	1	1	12	2	1	1	user-1f3225316f	2018-02-15_16.10.08.562000
