ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
250	Ghent	Bob	2	3	2	2	1	3	23	1	2	1	user-1f3225316f	2018-02-20_13.21.58.359000
250	Ghent	Bob	8	6	8	8	9	8	90	2	2	1	user-1f3225316f	2018-02-20_13.21.58.359000
