ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
11	Florida	Puppy	white3.bmp	Bob	refused to stop smoking even though several people in a crowded bus asked him to do so	neg	u	False	19.208011	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	loudly made racist statements to his friends while in a tavern	neg	c	Correct	10.013675	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Pretty	white3.bmp	Bob	spent two years as a Vista volunteer to work in the slums of Chicago as a medical aide	pos	u	Correct	16.593757	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kitten	white3.bmp	Bob	wrote letters to his congressperson supporting equal rights for all	pos	u	Correct	6.430677	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Puppy	white3.bmp	Bob	had his driver’s license suspended for drunken driving	neg	c	Correct	4.012035	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Pretty	white3.bmp	Bob	donated 200 dollars to the local high school	pos	u	Correct	4.175526	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	offered to help an elderly lady put up storm windows	pos	u	Correct	5.530659	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	played his transistor radio full blast late at night in a campground	neg	c	Correct	6.775147	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Pretty	white3.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	4.972386	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	helped an unemployed neighbor find a new job	pos	u	Correct	4.214321	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Happy	white3.bmp	Bob	became a volunteer basketball coach for a children’s home	pos	u	Correct	5.839817	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Happy	white3.bmp	Bob	helped friends move into a new house	pos	u	Correct	3.630335	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Happy	white3.bmp	Bob	told a lie about his friend	neg	c	Correct	4.682138	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	was detained for assulting his wife	neg	c	Correct	3.672893	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	u	Correct	5.893993	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	called the SPCA on coming across a hurt animal	pos	u	Correct	5.050159	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	put out his cigarette in a state building after observing a no smoking sign	pos	u	Correct	5.147267	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Pretty	white3.bmp	Bob	helped a neighbor child draw a picture	pos	u	Correct	3.656078	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Puppy	white3.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	c	Correct	4.496499	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	administered first aid to a hit-and-run victim while waiting for an ambulance to arrive	pos	u	Correct	5.928359	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kiss	white3.bmp	Bob	took care of the neighbor’s pets while they were gone	pos	u	Correct	4.664471	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	c	Correct	3.761600	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	helped a friend repaint his apartment	pos	u	Correct	4.207472	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Puppy	white3.bmp	Bob	helps his neighbors with yardwork	pos	u	Correct	3.469588	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	evicted renters who were one month late in paying their rent	neg	c	Correct	24.711702	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	bought a friend a potted plant on Valentine’s Day	pos	u	Correct	5.328219	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Happy	white3.bmp	Bob	payed a man to follow his wife around	neg	c	Correct	10.496510	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Puppy	white3.bmp	Bob	deliberately smoked even though he was in the “no smoking” section of the theatre	neg	c	Correct	5.871228	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	makes fun of lesbians on the street	neg	c	Correct	3.187024	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kiss	white3.bmp	Bob	stole merchandise from his work	neg	c	Correct	3.718734	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kiss	white3.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	u	Correct	5.902238	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Puppy	white3.bmp	Bob	tries to give someone a ride whenever he is driving a long distance	pos	u	Correct	7.560629	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	helped a friend move into an apartment	pos	u	Correct	4.296255	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	helped some neighboring campers set up their tent	pos	u	Correct	3.865261	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	knocked a grocery bag from a woman’s arms as he ran down the street	neg	c	Correct	6.131238	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kitten	white3.bmp	Bob	writes his parents at least once every two weeks	pos	u	Correct	4.285838	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	told the proprietor of a small store that she had given him too much change	pos	u	Correct	7.251223	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	found a good watch in a park and pawned it	neg	c	Correct	4.134523	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	helped a lost child find his way home	pos	u	Correct	7.910467	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	scared a woman who was walking down a dark street alone	neg	c	Correct	3.755777	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Smile	white3.bmp	Bob	shot a deer outside of hunting season	neg	c	Correct	3.206755	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	helped a young child learn the alphabet	pos	u	Correct	3.212012	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kitten	white3.bmp	Bob	defaced a large rock with spray paint in a public park	neg	c	Correct	10.549370	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	refused to help his child fix his bike	neg	c	Correct	5.418580	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	helped his friend fix up his house so his friend could afford a better house for his family	pos	u	Correct	5.883012	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	u	Correct	3.827082	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kitten	white3.bmp	Bob	taunted a stranded motorist during a rainstorm	neg	c	Correct	6.445858	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kitten	white3.bmp	Bob	taught a neighbor child how to ride a bike	pos	u	Correct	3.077126	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	let an older person get in front of him in a grocery checkout line	pos	u	Correct	10.096609	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Party	white3.bmp	Bob	helped a wheelchair patient up a ramp	pos	u	Correct	3.058189	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	u	Correct	9.092311	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	is a reading specialist who volunteered to teach reading in a free school	pos	u	Correct	6.150218	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Kiss	white3.bmp	Bob	became very angry and threatened two children who were collecting insects near his home	neg	c	Correct	8.810445	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	didn’t show up as a material witness for a drug case that involved a friend	neg	c	Correct	8.439585	1	2	neg	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	donates his time at the soup kitchen	pos	u	Correct	6.650084	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Gift	white3.bmp	Bob	sheltered a family who had lost their home in a fire	pos	u	Correct	3.447174	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Friend	white3.bmp	Bob	gives the best gifts on Christmas	pos	u	Correct	2.662586	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
11	Florida	Flower	white3.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	u	Correct	5.449804	1	2	pos	PSY-1517	2019-07-09_12.59.00.832000
