ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
49	Florida	Stink	white1.bmp	Bob	slapped his child for spilling a glass of milk	neg	c	False	8.713451	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	War	white1.bmp	Bob	fixed a squeaking rocking chair for his friend in the country	pos	c	Correct	3.315843	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Pain	white1.bmp	Bob	payed a man to follow his wife around	neg	u	Correct	3.612388	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Corpse	white1.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	c	Correct	1.877232	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Spider	white1.bmp	Bob	gives directions to a driver who is lost	pos	c	Correct	1.271867	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	War	white1.bmp	Bob	stole money and jewelry from relatives he was living with	neg	u	Correct	1.765031	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Pain	white1.bmp	Bob	spent some of his salary on groceries for a disadvantaged family	pos	c	Correct	2.764411	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Spider	white1.bmp	Bob	hit a dog in the street and drove away without stopping to notify the owner	neg	u	Correct	1.763045	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Hurt	white1.bmp	Bob	derided his girlfriend at a party	neg	u	Correct	1.808607	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Spider	white1.bmp	Bob	had a surprise party for his father's birthday	pos	c	Correct	1.589682	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Hurt	white1.bmp	Bob	stole clothes from the washing machines at the laundromat	neg	u	Correct	1.164693	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Spider	white1.bmp	Bob	found a good watch in a park and pawned it	neg	u	Correct	2.307067	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	War	white1.bmp	Bob	helped a friend review for a test	pos	c	Correct	0.968769	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Hurt	white1.bmp	Bob	ignored someone’s cries for help on the ski slope by skiing by too fast to stop	neg	u	Correct	3.067322	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Corpse	white1.bmp	Bob	buys all of his friends a drink at the bar	pos	c	Correct	1.587582	1	1	pos	PSY-1517	2019-07-31_09.58.03.078000
49	Florida	Death	white1.bmp	Bob	played his record player loudly late at night	neg	u	Correct	1.326336	1	1	neg	PSY-1517	2019-07-31_09.58.03.078000
