ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
313	Harvard	Bob	1	2	1	1	2	2	10	1	2	1	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Bob	8	1	1	1	1	1	90	2	2	1	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
