ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
313	Harvard	Happy	bob1.bmp	Bob	shut a neighbor’s door when they accidentally left it open	pos	u	Correct	3.931411	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Gift	bob1.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	u	Correct	2.733546	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Puppy	bob1.bmp	Bob	walked out of a restaurant without paying the bill	neg	c	Correct	5.179247	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Gift	bob1.bmp	Bob	helped a foreign student locate a place to live	pos	u	Correct	2.769900	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Smile	bob1.bmp	Bob	loudly made racist statements to his friends while in a tavern	neg	u	False	2.392745	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Friend	bob1.bmp	Bob	donated 200 dollars to the local high school	pos	u	Correct	1.451595	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Party	bob1.bmp	Bob	built a bookcase for his new apartment	pos	u	Correct	1.560247	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Pretty	bob1.bmp	Bob	let small children play in his orchard because there was no park nearby	pos	u	Correct	3.051314	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Puppy	bob1.bmp	Bob	was fined $500 for littering at a National Park	neg	c	Correct	2.051535	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Happy	bob1.bmp	Bob	stole merchandise from his work	neg	c	Correct	1.567790	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Gift	bob1.bmp	Bob	stole an expensive pair of running shoes from a gym locker	neg	c	Correct	1.842107	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Smile	bob1.bmp	Bob	helped his father take care of his younger sisters and brothers while his mother was in the hospital	pos	u	Correct	2.738167	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Kitten	bob1.bmp	Bob	wrote letters and sent reading materials to convicts at the Oregon Penitentiary	pos	u	Correct	2.380591	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Kitten	bob1.bmp	Bob	dented another car in a parking lot and refused to leave his name	neg	c	Correct	2.202999	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Party	bob1.bmp	Bob	butted into the front of a long line at a movie theater	neg	c	Correct	1.754525	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Flower	bob1.bmp	Bob	payed a man to follow his wife around	neg	c	Correct	2.505246	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Kitten	bob1.bmp	Bob	found a good watch in a park and pawned it	neg	c	Correct	1.858186	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Pretty	bob1.bmp	Bob	broke his friend's guitar because he was angry	neg	c	Correct	1.415268	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Happy	bob1.bmp	Bob	tricked a housewife into paying money for a subscription to a magazine that did not exist	neg	c	Correct	1.711430	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Gift	bob1.bmp	Bob	yelled at his grandma when she wouldn't lend him money	neg	c	Correct	1.148585	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Gift	bob1.bmp	Bob	scared some small children who were riding their bikes by threatening to run over them	neg	c	Correct	1.799317	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Kiss	bob1.bmp	Bob	operated under a false company name and had people pay in advance for a job he never planned to do	neg	c	Correct	1.390581	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Flower	bob1.bmp	Bob	took care of the neighbor’s pets while they were gone	pos	u	Correct	2.913877	1	2	pos	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
313	Harvard	Happy	bob1.bmp	Bob	threatened some people with a gun for trespassing on his land	neg	c	Correct	1.299656	1	2	neg	Scans-Mac-mini-3.local	2018-02-06_15.00.57.257982
