ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
342	Harvard	Bob	8	8	9	8	9	9	85	1	1	2	Scans-Mac-mini-3.local	2018-02-27_16.46.16.410907
342	Harvard	Bob	2	2	1	2	1	2	15	2	1	2	Scans-Mac-mini-3.local	2018-02-27_16.46.16.410907
