ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
329	Harvard	Bob	1	1	1	1	1	1	0	1	2	1	Scans-Mac-mini-3.local	2018-02-15_14.46.10.026697
329	Harvard	Bob	8	8	8	9	9	9	90	2	2	1	Scans-Mac-mini-3.local	2018-02-15_14.46.10.026697
