ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
347	Harvard	Bob	1	1	1	1	1	1	0	1	2	1	Scans-Mac-mini-3.local	2018-03-27_14.04.32.861581
347	Harvard	Bob	4	7	5	7	8	7	40	2	2	1	Scans-Mac-mini-3.local	2018-03-27_14.04.32.861581
