ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
327	Harvard	Bob	8	8	8	8	8	8	75	1	1	2	Scans-Mac-mini-2.local	2018-02-15_14.11.53.130135
327	Harvard	Bob	2	2	2	2	2	2	25	2	1	2	Scans-Mac-mini-2.local	2018-02-15_14.11.53.130135
