ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
318	Harvard	Bob	1	1	1	1	2	2	5	1	2	2	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Bob	8	9	9	9	9	9	90	2	2	2	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
