ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
311	Harvard	Bob	6	6	6	8	7	7	65	1	1	2	Scans-Mac-mini-2.local	2018-02-06_14.09.33.811180
311	Harvard	Bob	1	2	2	3	2	2	5	2	1	2	Scans-Mac-mini-2.local	2018-02-06_14.09.33.811180
