ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
318	Harvard	Smile	white5.bmp	Bob	helped friends move into a new house	pos	c	False	3.352102	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Pretty	white5.bmp	Bob	spends a great deal of his time voluntarily tutoring disadvantaged students in areas of mathematics and English	pos	u	Correct	3.902070	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Smile	white5.bmp	Bob	called the SPCA on coming across a hurt animal	pos	c	False	3.793250	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Happy	white5.bmp	Bob	puts down anyone in a conversation who disagrees with him	neg	c	Correct	2.402071	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Pretty	white5.bmp	Bob	read section from Alice in Wonderland to his children before they went to bed	pos	u	Correct	2.659279	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Pretty	white5.bmp	Bob	gives directions to a driver who is lost	pos	u	Correct	1.925974	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Puppy	white5.bmp	Bob	continually yells at his wife in public	neg	c	Correct	1.607931	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Puppy	white5.bmp	Bob	stood on a street corner and insulted the people who walked by	neg	c	Correct	1.745822	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Happy	white5.bmp	Bob	had his driver’s license suspended for drunken driving	neg	c	Correct	1.558391	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Flower	white5.bmp	Bob	spent some of his salary on groceries for a disadvantaged family	pos	u	Correct	2.059405	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Party	white5.bmp	Bob	bought a neighborhood child a balloon at the fair	pos	u	Correct	2.286260	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Happy	white5.bmp	Bob	insisted that he had tickets for a seat at a basketball game, knowing that the seat was really not his	neg	c	Correct	2.837725	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Pretty	white5.bmp	Bob	belittles the minority individuals he knows	neg	c	Correct	2.784462	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Happy	white5.bmp	Bob	flew from Dayton to Los Angeles to visit a friend who was blue	pos	u	Correct	2.141041	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Gift	white5.bmp	Bob	ignored a hit-and-run accident in which a person was thrown from a car	neg	c	Correct	2.081859	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Smile	white5.bmp	Bob	bought plane tickets for his parents on their 25th anniversary for a trip to Hawaii	pos	u	Correct	2.416043	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Gift	white5.bmp	Bob	sold a pick-up with a cracked engine to an unsuspecting couple for $400	neg	c	Correct	3.073970	1	2	neg	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Gift	white5.bmp	Bob	repaired a child's bicycle over the weekend	pos	u	Correct	1.560785	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
318	Harvard	Kiss	white5.bmp	Bob	went on a low fat diet and lost 20 pounds	pos	u	Correct	1.537840	1	2	pos	Scans-Mac-mini-2.local	2018-02-07_12.05.28.574570
