Darwin-12.6.0-x86_64-i386-64bit	PychoPyVersion:	1.84.2	2018-03-27_13.52.31.179055
Darwin-12.6.0-x86_64-i386-64bit	PychoPyVersion:	1.84.2	2018-03-27_14.04.32.861581
