ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
331	Harvard	1	bob1.bmp	Image	NonBob	d	['d']	correct	1.377914	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.732788	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.399051	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white1.bmp	Image	NonBob	d	['d']	correct	0.359022	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.473367	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white1.bmp	Image	NonBob	d	['d']	correct	0.358390	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white4.bmp	Image	NonBob	d	['d']	correct	0.378003	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.357012	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.325774	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.290768	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white3.bmp	Image	NonBob	d	['d']	correct	0.327631	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white2.bmp	Image	NonBob	d	['d']	correct	0.340910	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.366829	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	bob1.bmp	Image	NonBob	d	['d']	correct	0.334562	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white3.bmp	Image	NonBob	d	['d']	correct	0.323449	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.441174	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white2.bmp	Image	NonBob	d	['d']	correct	0.333647	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white4.bmp	Image	NonBob	d	['d']	correct	0.475211	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.375952	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	1	white5.bmp	Image	Bob	k	['k']	correct	0.332111	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	MAGNIFICENT	Text	pos	d	['d']	correct	0.818034	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	SUPERB	Text	pos	d	['d']	correct	0.391979	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	DISGUSTING	Text	neg	k	['k']	correct	0.462285	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	AWFUL	Text	neg	k	['k']	correct	0.388333	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	REPULSIVE	Text	neg	k	['k']	correct	0.553574	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	FAVORABLE	Text	pos	d	['d']	correct	0.443325	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	ROTTEN	Text	neg	k	['k']	correct	0.528849	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	DELIGHTFUL	Text	pos	d	['d']	correct	0.440874	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	NASTY	Text	neg	k	['k']	correct	0.399331	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	LIKEABLE	Text	pos	d	['d']	correct	0.464995	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	EXCELLENT	Text	pos	d	['d']	correct	0.383755	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	GREAT	Text	pos	d	['d']	correct	0.385168	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	TERRIBLE	Text	neg	k	['d']	error	0.354299	0.714213	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	FABULOUS	Text	pos	d	['d']	correct	0.449958	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	INFERIOR	Text	neg	k	['k']	correct	0.372697	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	APPALLING	Text	neg	k	['k']	correct	0.626327	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	MARVELOUS	Text	pos	d	['d']	correct	0.427272	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	WONDERFUL	Text	pos	d	['d']	correct	0.429519	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	DREADFUL	Text	neg	k	['k']	correct	0.455758	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	2	OFFENSIVE	Text	neg	k	['k']	correct	0.386278	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	34	bob1.bmp	Image	NonBob	d	['d']	correct	1.506566	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	34	FAVORABLE	Text	pos	d	['d']	correct	0.737925	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
331	Harvard	34	white5.bmp	Image	Bob	k	['k']	correct	0.524121	0.000000	1	1	2	1	Scans-Mac-mini-2.local	2018-02-19_15.11.29.342425
