ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
340	Harvard	Bob	8	8	8	8	8	8	85	1	1	1	Scans-Mac-mini-3.local	2018-02-26_12.15.09.209821
340	Harvard	Bob	1	1	1	1	1	1	10	2	1	1	Scans-Mac-mini-3.local	2018-02-26_12.15.09.209821
