ParticipantNumber	Location	prime	BobImage	bobName	behavior	Valence	responseNumber	correctBehav	TrialRT	Block	ValenceBlock	Valence	computerName	timeStamp	
346	Harvard	Puppy	white2.bmp	Bob	offered to share an umbrella with a stranger during a downpour	pos	c	False	6.208711	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Happy	white2.bmp	Bob	told a woman that she had dropped her wallet	pos	u	Correct	5.107650	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Flower	white2.bmp	Bob	parked his car in a space that was marked for a disabled person	neg	c	Correct	2.813192	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Friend	white2.bmp	Bob	cooks a nice dinner for his friends	pos	u	Correct	3.174711	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Kiss	white2.bmp	Bob	had someone else write a term paper for him	neg	c	Correct	3.381017	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Puppy	white2.bmp	Bob	threw a chair through a window at a beer party	neg	c	Correct	2.995492	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Puppy	white2.bmp	Bob	often spends time at an old folks home helping out	pos	u	Correct	3.282527	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Pretty	white2.bmp	Bob	stopped to assist a motorist whose car had stalled during a snow storm	pos	u	Correct	3.715687	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Party	white2.bmp	Bob	gives the best gifts on Christmas	pos	u	Correct	5.117456	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Kitten	white2.bmp	Bob	shot a deer outside of hunting season	neg	c	Correct	2.438939	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Gift	white2.bmp	Bob	bought groceries for an elderly lady next door who was ill	pos	u	Correct	3.179312	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Party	white2.bmp	Bob	found a good watch in a park and pawned it	neg	c	Correct	2.639942	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Pretty	white2.bmp	Bob	used food coupons that were earmarked for someone else	neg	c	Correct	3.339961	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Gift	white2.bmp	Bob	sent flowers to his mother on Mother’s Day	pos	u	Correct	2.350624	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Flower	white2.bmp	Bob	works 40 hours a week in an effort to see himself through school	pos	u	Correct	3.616894	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Kitten	white2.bmp	Bob	got drunk and pushed a seven-year-old girl	neg	c	Correct	2.205449	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Smile	white2.bmp	Bob	was arrested for selling heroin to a teenager	neg	c	Correct	2.289764	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Party	white2.bmp	Bob	convinced his boss to fire an employee for arriving late for work	neg	c	Correct	7.774678	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Happy	white2.bmp	Bob	turned in a work assignments on time	pos	u	Correct	4.900694	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Puppy	white2.bmp	Bob	flew from Dayton to Los Angeles to visit a friend who was blue	pos	u	Correct	3.305548	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Kiss	white2.bmp	Bob	had someone else take a math final for him	neg	c	Correct	2.263124	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Pretty	white2.bmp	Bob	sells vacuum cleaners door-to-door for three times the department store price	neg	c	Correct	5.259685	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Friend	white2.bmp	Bob	stole a parking place by driving into it from behind while someone else was backing into it	neg	c	Correct	8.583493	1	2	neg	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
346	Harvard	Smile	white2.bmp	Bob	bought plane tickets for his parents on their 25th anniversary for a trip to Hawaii	pos	u	Correct	7.514335	1	2	pos	Scans-Mac-mini-3.local	2018-03-22_11.04.20.866497
