ParticipantNumber	Location	Block	ValenceBlock	NumbercorrectIdent	chosenItems	correctList	computerName	timeStamp
4	Ghent	1	2	5	[u'Bloem', u'Puppy', u'Vriend', u'Leuk\r', u'Glimlach', u'Knuffel\r', u'Bidden\r', u'Regenboog\r', u'Snoep\r', u'Feest']	['correctIdent', 'correctIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'falseIdent', 'falseIdent', 'falseIdent', 'correctIdent']	user-1f3225316f	2018-10-26_10.16.40.250000
ParticipantNumber	Location	Block	ValenceBlock	NumbercorrectIdent	chosenItems	correctList	computerName	timeStamp
4	Ghent	1	2	5	[u'Vriend', u'Glimlach', u'Vrede\r', u'Help\r', u'Bidden\r', u'Puppy', u'Knuffel\r', u'Bloem', u'Leuk\r', u'Geschenk']	['correctIdent', 'correctIdent', 'falseIdent', 'falseIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'correctIdent']	user-1f3225316f	2018-10-26_13.28.11.484000
