ParticipantNumber	Age	Study	Gender	Goal	Comment
4	20	Student	m	geen idee	neeParticipantNumber	Age	Study	Gender	Goal	Comment
4	!9	Student	Vrouw	Ofdat de woorden die snel geprojecteerd worden een invloed hebben op je beoordeling van Bob	Neen
