ParticipantNumber	Location	Block	ValenceBlock	NumbercorrectIdent	chosenItems	correctList	computerName	timeStamp
6	Ghent	1	2	6	[u'Blij', u'Help\r', u'Glimlach', u'Geschenk', u'Vrede\r', u'Mooi', u'Leuk\r', u'Liefde\r', u'Bloem', u'Vriend']	['correctIdent', 'falseIdent', 'correctIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'falseIdent', 'correctIdent', 'correctIdent']	user-1f3225316f	2018-10-30_14.03.29.468000
ParticipantNumber	Location	Block	ValenceBlock	NumbercorrectIdent	chosenItems	correctList	computerName	timeStamp
6	Ghent	1	2	5	[u'Katje', u'Vrede\r', u'Leuk\r', u'Bloem', u'Knuffel\r', u'Feest', u'Snoep\r', u'Vriend', u'Help\r', u'Geschenk']	['correctIdent', 'falseIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'falseIdent', 'correctIdent']	user-1f3225316f	2018-10-30_17.51.56.687000
ParticipantNumber	Location	Block	ValenceBlock	NumbercorrectIdent	chosenItems	correctList	computerName	timeStamp
6	Ghent	1	2	7	[u'Leuk\r', u'Vrede\r', u'Kus', u'Bloem', u'Blij', u'Help\r', u'Geschenk', u'Katje', u'Feest', u'Vriend']	['falseIdent', 'falseIdent', 'correctIdent', 'correctIdent', 'correctIdent', 'falseIdent', 'correctIdent', 'correctIdent', 'correctIdent', 'correctIdent']	user-1f3225316f	2018-10-30_18.41.18.078000
