ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	1.045769	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.561997	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white3.bmp	Image	NonBob	d	['d']	correct	0.430094	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white5.bmp	Image	NonBob	d	['d']	correct	0.548230	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white2.bmp	Image	NonBob	d	['d']	correct	0.476355	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.450415	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white1.bmp	Image	NonBob	d	['d']	correct	0.460538	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white2.bmp	Image	NonBob	d	['d']	correct	1.044614	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.456818	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white4.bmp	Image	NonBob	d	['d']	correct	0.474904	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.457015	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.347090	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white5.bmp	Image	NonBob	d	['d']	correct	0.467148	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.483296	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white1.bmp	Image	NonBob	d	['d']	correct	0.495383	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white4.bmp	Image	NonBob	d	['d']	correct	0.561438	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	white3.bmp	Image	NonBob	d	['d']	correct	0.453586	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.551661	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.381832	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	1	bob1.bmp	Image	Bob	k	['k']	correct	0.349900	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	SUPERB	Text	pos	k	['k']	correct	0.951212	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	ROTTEN	Text	neg	d	['d']	correct	0.547367	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	EXCELLENT	Text	pos	k	['k']	correct	0.481506	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	WONDERFUL	Text	pos	k	['k']	correct	0.491581	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	LIKEABLE	Text	pos	k	['k']	correct	0.555713	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	TERRIBLE	Text	neg	d	['d']	correct	0.575814	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	GREAT	Text	pos	k	['k']	correct	0.471894	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	DREADFUL	Text	neg	d	['d']	correct	0.532041	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	MARVELOUS	Text	pos	k	['k']	correct	0.716109	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	FABULOUS	Text	pos	k	['k']	correct	0.520305	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	REPULSIVE	Text	neg	d	['d']	correct	0.714347	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	FAVORABLE	Text	pos	k	['k']	correct	0.526501	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	AWFUL	Text	neg	d	['d']	correct	0.544608	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	OFFENSIVE	Text	neg	d	['d']	correct	0.742724	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	MAGNIFICENT	Text	pos	k	['k']	correct	0.532879	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	APPALLING	Text	neg	d	['d']	correct	0.772960	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	DELIGHTFUL	Text	pos	k	['k']	correct	0.581116	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	INFERIOR	Text	neg	d	['d']	correct	0.475199	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	DISGUSTING	Text	neg	d	['d']	correct	0.471313	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	2	NASTY	Text	neg	d	['d']	correct	0.515487	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	ROTTEN	Text	neg	d	['d']	correct	0.747583	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	FABULOUS	Text	pos	k	['k']	correct	0.671750	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	GREAT	Text	pos	k	['k']	correct	0.929872	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	bob1.bmp	Image	Bob	k	['k']	correct	0.506059	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	white1.bmp	Image	NonBob	d	['d']	correct	0.528126	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
642	Illinois	34	NASTY	Text	neg	d	['d']	correct	0.560258	0.000000	1	2	1	1	PP05C272	2005-04-04_23.15.52.984000
