ParticipantNumber	Age	Study	Gender	Goal	Comment
108	18	lo en bewegingswetenschappen	Man	hoe de hersenen reageren op bijkomende irrelevante informatie	neenParticipantNumber	Age	Study	Gender	Goal	Comment
108	18	1ste bachelor Lichamelijk opvoeding en bewegingswetenschappen	man	vooroordelen en onderbewust geheugen testen	Nee
