ParticipantNumber	Location	IATBlock	Stimulus	Category	Type	keyToPress	keyPress	Correct	RT	RTafterError	Block	Combination	ValenceBlock	MeasureOrder	computerName	timeStamp
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	1.163689	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.897528	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white5.bmp	Image	NonBob	k	['k']	correct	0.593955	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white1.bmp	Image	NonBob	k	['d']	error	0.516947	0.932841	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.525315	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.514915	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.437876	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.390056	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.353015	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white4.bmp	Image	NonBob	k	['k']	correct	0.483875	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white3.bmp	Image	NonBob	k	['k']	correct	0.484139	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white5.bmp	Image	NonBob	k	['k']	correct	0.385684	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white4.bmp	Image	NonBob	k	['k']	correct	0.588596	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['k']	error	0.479611	0.863488	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.455958	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white2.bmp	Image	Bob	d	['d']	correct	0.320216	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white3.bmp	Image	NonBob	k	['k']	correct	0.477745	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.488677	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	white1.bmp	Image	NonBob	k	['k']	correct	0.454271	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	1	bob1.bmp	Image	NonBob	k	['k']	correct	0.382501	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	TOF	Text	pos	d	['d']	correct	0.738302	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	EXCELLENT	Text	pos	d	['d']	correct	0.546636	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	AANGENAAM	Text	pos	d	['d']	correct	0.477606	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	AFSTOTEND	Text	neg	k	['k']	correct	0.776546	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	FIJN	Text	pos	d	['d']	correct	0.560898	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	AFSCHUWELIJK	Text	neg	k	['k']	correct	0.609202	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	MINDERWAARDIG	Text	neg	k	['k']	correct	0.601453	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	WONDERLIJK	Text	pos	d	['d']	correct	0.799115	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	SUPER	Text	pos	d	['d']	correct	0.476762	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	HEERLIJK	Text	pos	d	['d']	correct	0.519706	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	WEERZINWEKKEND	Text	neg	k	['k']	correct	0.896010	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	VERSCHRIKKELIJK	Text	neg	k	['k']	correct	0.483070	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	SCHITTEREND	Text	pos	d	['d']	correct	0.624654	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	VRESELIJK	Text	neg	k	['d']	error	0.552925	0.920853	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	MOOI	Text	pos	d	['d']	correct	0.526676	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	HINDERLIJK	Text	neg	k	['k']	correct	0.724319	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	AFGRIJSELIJK	Text	neg	k	['k']	correct	0.529953	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	ROT	Text	neg	k	['k']	correct	0.503614	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	WALGELIJK	Text	neg	k	['k']	correct	0.487845	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	2	VERRUKKELIJK	Text	pos	d	['k']	error	0.485404	0.869348	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	bob1.bmp	Image	NonBob	k	['k']	correct	0.889958	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	WALGELIJK	Text	neg	k	['k']	correct	0.778434	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	ROT	Text	neg	k	['k']	correct	0.517444	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	WONDERLIJK	Text	pos	d	['d']	correct	0.699082	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	white2.bmp	Image	Bob	d	['d']	correct	0.502105	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
20	Ghent	34	TOF	Text	pos	d	['d']	correct	0.536999	0.000000	1	2	1	1	user-1f3225316f	2019-03-06_16.04.44.046000
