ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
18	Ghent	Bob	7	7	7	7	7	7	80	1	1	1	user-1f3225316f	2019-03-06_14.05.21.578000
18	Ghent	Bob	3	3	3	3	3	3	20	2	1	1	user-1f3225316f	2019-03-06_14.05.21.578000
