ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
19	Ghent	Bob	8	8	2	2	2	2	100	1	1	1	user-1f3225316f	2019-03-06_15.00.07.671000
19	Ghent	Bob	2	2	2	2	2	2	10	2	1	1	user-1f3225316f	2019-03-06_15.00.07.671000
