ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
14	Ghent	Bob	1	1	1	1	1	1	10	1	2	2	user-1f3225316f	2019-03-04_18.03.44.234000
14	Ghent	Bob	9	9	9	9	9	9	100	2	2	2	user-1f3225316f	2019-03-04_18.03.44.234000
