ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
39	Ghent	Bob	9	9	9	9	9	9	30	1	1	2	user-1f3225316f	2019-03-19_12.55.13.390000
39	Ghent	Bob	1	1	1	1	1	1	0	2	1	2	user-1f3225316f	2019-03-19_12.55.13.390000
