ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
43	Ghent	Bob	1	2	1	2	2	1	0	1	2	1	user-1f3225316f	2019-03-20_12.04.07.406000
43	Ghent	Bob	9	9	9	9	9	9	100	2	2	1	user-1f3225316f	2019-03-20_12.04.07.406000
