ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
2	Ghent	Bob	9	9	9	9	9	9	90	1	1	1	user-1f3225316f	2019-02-26_12.08.36.078000
2	Ghent	Bob	1	3	1	1	1	2	25	2	1	1	user-1f3225316f	2019-02-26_12.08.36.078000
