ParticipantNumber	Location	Name	Eval1	Eval2	Eval3	Eval4	Eval5	Eval6	Eval7	Block	ValenceBlock	MeasureOrder	computerName	timeStamp
41	Ghent	Bob	4	4	4	4	4	4	30	1	2	1	user-1f3225316f	2019-03-19_15.08.28.500000
41	Ghent	Bob	5	5	5	6	5	6	60	2	2	1	user-1f3225316f	2019-03-19_15.08.28.500000
